TYPE,LATITUDE,LONGITUDe,SUSTAINED WINDS
TS,11.3,100.6,40
TS,11.5,101.7,45
TS,11.8,102.8,45
TS,12,103.8,50
TS,12.3,104.8,55
TS,12.5,105.8,55
TS,12.9,106.5,60
TS,13.3,106.9,55
TS,13.7,107.3,50
TS,13.9,107.8,45
TS,14,108.4,40
TS,14,109.1,40
TS,13.9,109.9,40
TS,13.8,111,45
TS,13.7,112,50
TS,13.6,112.8,50
TS,13.7,113.5,50
TS,13.7,114.4,45
TS,13.7,115.4,45
TS,13.6,116.3,45
TS,13.8,117.2,50
TS,14.2,117.9,50
TS,14.6,118.8,45
TS,15,119.8,45
TS,15.3,120.9,45
TS,15.3,122.3,45
TS,15.3,124,40
TS,15.3,125.7,40
TS,15.3,127.5,40
TS,15.2,129.2,45
TS,15.1,130.9,50
TS,15.1,132.5,60
HU,15,134,65
HU,15.1,135.6,75
HU,15,137.2,90
HU,15,138.9,100
HU,15,140.6,100
HU,14.8,142.1,115
HU,14.6,143.8,120
HU,14.4,145.5,125
HU,14.2,147.5,130
HU,14,149,130
HU,14,150.8,130
HU,13.9,152.3,140
HU,14,153.7,140
HU,14.2,155.1,150
HU,14.4,156.7,150
HU,14.6,158.1,145
HU,14.9,159.3,140
HU,15.1,160.6,140
HU,15.3,161.8,125
HU,15.6,162.9,125
HU,15.8,163.9,120
HU,16.1,165,105
HU,16.3,166.3,100
HU,16.5,167.6,100
HU,16.8,168.8,85
HU,17.1,169.9,80
HU,17.5,171.1,75
HU,18,172.5,70
HU,18.5,173.7,85
HU,19,175.1,90
HU,19.6,176.2,100
HU,20.2,177.3,110
HU,20.8,178.5,115
HU,21.6,179.6,100
HU,22.2,179.2,105
HU,22.8,178.1,105
HU,23.3,177.1,100
HU,23.7,176.2,100
HU,24.1,175.4,95
HU,24.5,174.8,95
HU,24.9,174.3,90
HU,25.3,173.9,85
HU,25.8,173.6,80
HU,26.3,173.3,75
HU,26.7,173,70
HU,27.2,172.8,65
TS,27.5,172.9,60
TS,27.6,173.2,60
TS,27.6,173.4,55
TS,27.6,173.7,55
TS,27.6,174.1,50
TS,27.6,174.4,45
TS,27.6,174.7,40
TS,27.5,175.2,40
TS,27.4,175.7,35
TD,27.3,176.2,30
TD,27.1,176.7,30
TD,26.9,177,30
TS,26.7,177.3,35
TS,26.5,177.6,35
TS,26.4,178,40
TS,26.3,178.4,40
TS,26.2,178.6,45
TS,26.1,178.5,45
TS,26.2,178.2,50
TS,26.3,177.9,50
TS,26.4,177.6,50
TS,26.7,177.3,50
TS,27.1,176.8,50
TS,27.6,176.2,50
TS,28,175.6,50
TS,28.3,175.2,50
TS,28.9,175.1,50
TS,29.2,175.3,50
TS,29.4,175.7,45
TS,29.8,176.5,45
TS,30.2,177.5,50
TS,30.5,178.7,55
TS,31,179.8,60
HU,31.5,178.9,70
HU,32.7,177.4,80
HU,34.2,176,65
HU,37,174,65
HU,39.5,172.3,75
TS,41.5,171,60
EX,42.5,170.3,55
TD,16.3,119.6,30
TD,16.4,119.9,30
TD,16.6,119.8,30
TD,17,119.5,30
TD,17.6,119.2,30
TD,18.1,119.1,30
TD,18.6,118.8,30
TD,19.3,118.1,30
TD,20.1,117.2,30
TD,21.6,116.8,30
TD,23,117,30
TD,24.2,117.9,30
TD,25.1,119.2,25
TD,25.3,121.1,25
TD,25.5,123.1,25
TD,14.4,123.6,25
TD,14.5,125.2,25
TD,14.8,126.7,25
TD,15,128.2,30
TD,15.3,129.8,30
TD,15.7,131.7,30
TS,15.9,133.4,35
TS,16.1,135,35
TS,16.1,136.6,40
TS,16.1,138.2,50
TS,16.2,139.8,60
HU,16.3,141.3,65
HU,16.4,142.8,85
HU,16.5,144.1,90
HU,16.5,145.6,90
HU,16.5,147,80
HU,16.3,148.5,70
TS,16,150.2,60
TS,15.5,151.7,50
TS,15,153.2,40
TS,14.9,154.7,35
TS,14.8,156.2,35
TS,14.8,157.6,35
TS,14.8,158.9,35
TD,14.8,160,30
TD,14.7,161.1,30
TD,14.6,162,30
TD,14.5,162.8,30
TD,14.5,163.4,30
TD,14.5,164,25
TD,17.7,108.6,30
TD,18,109.8,30
TS,18.2,110.8,35
TS,18.5,111.9,35
TS,18.3,113,45
TS,18.2,114.1,45
TS,18.2,115.5,55
TS,18.1,116.8,60
HU,18,118.3,70
HU,18,119.7,90
HU,18,121.1,100
HU,18.1,122.5,110
HU,18.4,123.9,115
HU,18.6,125.2,115
HU,19,126.5,115
HU,19.4,127.7,105
HU,19.7,129,95
HU,20.1,130.2,80
HU,20.5,131.5,65
TS,20.9,132.7,55
TS,21.1,133.9,50
TS,21.3,135.1,40
TS,21.4,136.4,35
TD,21.4,137.7,30
TD,21.5,138.9,25
TD,21.4,140,25
TD,21.3,141.4,25
TD,21.2,142.9,25
TD,10.7,159.6,25
TD,10.8,161.2,25
TD,11,162.7,30
TD,11.3,163.9,30
TS,11.6,165,35
TS,11.9,166.1,35
TS,12.3,167.2,35
TS,12.6,168.6,35
TS,12.9,170,35
TS,13,171,35
TS,13.1,171.9,35
TS,13.2,172.8,35
TD,13.3,174,30
TD,13.4,175,30
TD,13.5,176,25
TD,13.5,115.6,30
TD,13.8,116.6,30
TD,14,117.6,30
TD,14.3,118.5,30
TD,14.6,119.4,30
TD,14.8,120.3,30
TS,14.8,121.2,35
TS,15,122.2,35
TS,15.3,123.5,35
TS,15.8,124.8,35
TS,16.3,126.1,40
TS,16.7,127.1,40
TS,16.8,128,35
TS,16.7,129,35
TS,16.5,130.1,35
TS,16.2,131.3,35
TD,16,132.3,30
TD,15.8,133.4,30
TD,15.5,134.6,30
TD,15.3,135.8,25
TD,15.2,137,25
TD,15,138,25
TD,14.9,138.7,25
TD,14.9,139.1,25
TD,15.8,111,25
TD,16.4,112.3,25
TD,17.3,113.5,30
TS,18.1,114.7,35
TS,18.7,115.7,35
TS,19.3,116.6,35
TS,19.7,117.2,35
TS,20.2,117.6,35
TD,20.7,117.9,30
TD,21.2,118.2,30
TD,21.9,118.2,30
TD,22.6,118.2,25
TD,12.5,108.8,25
TD,12.7,109.6,30
TS,12.9,110.5,35
TS,13.1,111.1,40
TS,13.5,111.9,45
TS,14,112.9,50
TS,14.3,113.9,55
TS,14.6,114.9,60
HU,14.8,115.9,65
HU,15.1,116.9,80
HU,15.6,117.7,95
HU,16.3,118.5,105
HU,17.1,119.2,120
HU,17.8,119.8,130
HU,18.7,120,125
HU,19.5,120,115
HU,20.3,119.7,110
HU,20.8,119.6,105
HU,21,119.4,100
HU,21.1,119.3,85
HU,21.1,119.1,80
HU,21,118.8,75
TS,21.1,119.3,60
TS,21.3,119.7,50
TS,21.5,120.3,40
TD,21.6,121.2,30
TD,21.8,122.2,30
TD,22,122.9,25
TD,22,123.7,25
TD,22.1,124.3,25
TD,22.1,125.1,20
TD,15.2,128.3,25
TD,14.9,128.6,25
TD,14.8,128.8,30
TD,14.8,129.2,30
TD,14.7,129.6,30
TS,14.3,129.9,35
TS,14.2,129.6,35
TS,14.5,129.5,35
TS,15,129.1,35
TS,15.3,128.7,35
TS,15.6,128.3,40
TS,15.8,127.8,40
TS,15.9,127.3,40
TS,15.9,126.5,35
TD,15.9,125.6,30
TD,15.6,124.9,30
TD,15.3,124.3,30
TD,15,123.7,25
TD,14.9,123.2,25
TD,14.7,122.9,25
TD,14.6,122.7,25
TD,14.5,122.5,25
TD,14.6,122.4,20
TD,17.2,113.3,25
TD,17.2,113,25
TD,17.2,112.8,30
TD,17.2,112.7,30
TD,17.2,112.6,25
TD,17.1,112.4,25
TD,17,112.1,25
TD,16.8,111.4,25
TD,16.6,110.5,25
TD,16.8,109.7,25
TD,16.8,109.3,25
TD,16.9,109.2,30
TD,16.9,108.9,30
TS,16.9,108.6,35
TS,17,108.4,45
TS,17.1,108.3,55
TS,17.2,108.1,60
HU,17.4,108.1,65
HU,17.6,108.1,70
HU,17.9,108.1,75
HU,18.4,108,80
HU,18.8,107.9,85
HU,19.8,107.5,90
HU,21.2,106.8,90
HU,22.6,105.9,90
HU,23,105.5,75
TS,25.3,103.8,45
TD,28,101.5,25
TD,12.8,157.3,30
TD,12.8,157.3,30
TD,12.8,157.3,30
TD,12.8,157.3,30
TD,12.8,157.3,30
TD,12.8,157.3,30
TD,12.8,157.3,30
TD,12.8,157.3,30
TD,12.8,157.7,30
TD,12.7,158.5,30
TD,12.5,158.5,30
TD,12.5,159.5,30
TD,12,160.3,30
TD,11.8,161.5,30
TD,12.1,162.5,25
TD,11.6,164.5,25
TD,11.7,165.6,25
TD,11.8,167,25
TS,12,168.4,35
TD,12,169.9,30
TD,12.2,171.4,25
TD,13.2,104.2,30
TD,13.2,106.1,30
TD,13.3,108,30
TD,13.4,109.6,30
TD,13.6,111,30
TD,13.8,112.5,30
TD,14,114.1,25
TD,14.3,115.6,20
TD,11.4,105.9,25
TD,11.9,106.1,30
TS,12.5,106.3,35
TS,13.1,106.4,40
TS,13.6,106.3,50
TS,14.2,106.2,60
HU,14.8,106.3,70
HU,15.4,106.6,80
HU,15.8,106.9,90
HU,16.2,107.2,100
HU,16.6,107.5,110
HU,17.1,107.8,115
HU,17.5,108.3,110
HU,17.8,108.8,100
HU,18.2,109.1,85
HU,18.3,109.5,70
TS,18.3,109.8,60
TS,18.2,110.2,50
TS,18.1,110.6,40
TS,18.2,111,35
TD,18.2,111.2,30
TD,18.3,111.4,30
TD,18.3,111.5,25
TD,18.4,111.5,20
TD,11.3,103.2,30
TD,11.7,104.8,30
TS,12,106.2,35
TS,12.2,107.2,35
TS,12.3,108.2,45
TS,12.5,109.1,55
HU,12.7,110.2,65
HU,12.9,111.1,70
HU,13.1,112,80
HU,13.3,112.8,90
HU,13.4,113.5,105
HU,13.5,114.2,115
HU,13.6,114.8,115
HU,13.7,115.3,115
HU,13.8,115.9,115
HU,13.9,116.5,100
HU,14,117.1,100
HU,14.1,117.8,100
HU,14.3,118.6,100
HU,14.3,119.4,100
HU,14.3,120.3,100
HU,14.2,121.3,110
HU,14.2,122.3,115
HU,14.1,123.3,115
HU,14.2,124.5,120
HU,14.3,125.6,120
HU,14.4,127.1,120
HU,14.7,128.5,115
HU,15,130,110
HU,15.2,131.4,100
HU,15.4,132.9,90
HU,15.6,134.3,75
HU,15.7,135.6,65
TS,15.7,136.7,55
TS,15.8,137.7,45
TS,15.9,138.6,40
TS,16,139.5,40
TD,16.3,140.5,30
TD,16.5,141.5,30
TD,16.8,142.4,30
TD,17.1,143.4,30
TD,17.3,144.4,25
TD,17,108.1,25
TD,17.2,108.4,30
TD,17.3,109,30
TD,17.5,109.5,30
TD,17.8,109.8,30
TS,18.1,110.5,35
TS,18.4,111.2,40
TS,18.8,112,50
TS,19.3,112.8,55
TS,19.7,113.6,55
TS,20.2,114.4,60
HU,20.8,115.4,65
HU,21.5,116.5,65
HU,21.7,117.3,65
TS,21.8,118.3,60
TS,21.6,119.4,50
TS,21.4,120.6,40
TS,21.2,121.7,35
TD,21,122.8,30
TD,20.8,124,25
TD,20.6,125,25
TD,13.1,108.3,25
TD,13.3,108.2,25
TD,13.5,108.1,30
TS,13.8,108,35
TS,14,108,35
TS,14.3,108.1,35
TS,14.6,108.3,35
TS,14.9,108.6,35
TS,15,108.8,35
TS,15.1,109,35
TS,15.2,109.2,35
TS,15.4,109.5,35
TS,15.5,110.1,35
TS,15.6,111.3,35
TS,15.7,112.5,40
TS,15.8,113.9,45
TS,16,114.7,50
TS,16.2,115.9,55
TS,16.4,117,55
TS,16.7,118,50
TS,17,118.9,50
TS,17.3,119.8,45
TS,17.7,120.6,45
TS,18.1,121.2,45
TS,18.7,121.9,40
TS,19.2,122.3,40
TS,19.5,122.5,40
TS,19.6,122.7,35
TS,19.7,122.9,35
TS,19.8,123.2,35
TD,20,123.5,30
TD,20.3,123.9,30
TD,20.7,124.6,30
TD,21.1,125.4,25
TD,21.2,126.3,25
TD,20.7,127.1,20
TD,15.4,110.8,25
TD,14.9,112,25
TD,14.5,112.6,25
TD,14.1,112.9,25
TD,13.8,113.2,25
TD,13.8,113.7,30
TD,14.1,114.1,30
TD,14.6,114.5,30
TD,15.3,115.1,30
TD,15.9,115.9,30
TS,16.2,116.8,35
TS,16.5,117.7,45
TS,16.8,118.5,50
TS,17.2,119.2,55
TS,17.6,119.9,55
TS,18.1,120.3,50
TS,18.6,120.7,45
TS,18.9,121,40
TS,19.2,121.3,35
TD,19.4,121.3,30
TD,19.6,121.2,30
TD,19.9,121.2,30
TD,20.3,121.1,30
TD,20.5,121,25
TD,20.6,120.8,25
TD,20.7,120.6,25
TD,15.2,104.2,30
TD,15.3,104.7,30
TD,15.5,105.2,30
TD,15.8,105.7,30
TD,16.2,106,30
TS,16.6,106.3,35
TS,17.1,106.5,40
TS,17.6,106.8,50
TS,18,107.4,55
TS,18.5,107.9,60
TS,19.1,108.4,60
HU,19.5,108.8,65
HU,20,109.3,70
HU,20.5,109.7,70
HU,21.3,110.3,70
HU,22.1,111,70
HU,22.9,112,65
HU,23.5,113.2,65
HU,24,114.3,65
TS,24.2,114.9,60
TS,24.5,115.7,60
TS,24.7,116.5,55
TS,24.7,117.2,40
TD,24.7,118,30
TD,24.7,118.4,30
TD,24.7,118.8,25
TD,24.7,119.2,25
TD,15.5,99.1,30
TS,15.7,100,35
TS,15.8,101.5,45
TS,15.9,102.7,45
TS,16.1,104.5,45
TS,16.2,106.1,45
TS,16.2,107.4,45
TS,16,108.4,45
TS,15.8,109.2,45
TS,15.9,110,45
TS,16.2,110.6,45
TS,16.9,111.2,45
TS,17.7,111.9,45
TS,18.5,112.8,50
TS,19.2,113.7,50
TS,19.7,114.7,55
TS,20.1,115.7,55
TS,20.5,116.9,55
TS,20.8,117.4,55
TS,21.2,118.1,55
TS,21.5,118.8,55
TS,21.9,119.4,50
TS,22,119.6,40
TS,22,119.8,35
TD,22,120,30
TD,22,120.1,25
TD,22.1,120.4,25
TD,22.7,120.4,25
TD,15.7,103.8,25
TD,16,104.9,25
TD,16.4,105.9,25
TD,17,106.6,30
TD,17.7,107,30
TD,18.2,107.1,30
TS,18.7,107.2,35
TS,19.3,107.3,45
TS,19.7,107.4,60
HU,20.1,107.5,75
HU,20.6,107.5,75
HU,21,107.6,75
HU,21.6,108,75
HU,22.1,108.8,80
HU,22.6,109.7,85
HU,23.2,110.7,80
HU,23.7,112,75
HU,24.2,113.4,75
HU,24.5,114.9,70
HU,24.6,116.4,65
TS,24.7,117.9,55
TS,24.7,119.2,50
TS,24.7,120.5,40
TS,24.6,121.7,35
TS,24.5,123,35
TD,24.4,124.3,30
TD,24.4,125.5,30
TD,24.6,126.7,30
TD,24.6,127.7,25
TD,14.8,106.7,30
TS,15.4,107.1,35
TS,16,107.4,40
TS,16.5,107.7,45
TS,17.4,108,50
TS,18.3,108.1,60
HU,19.4,108.2,65
HU,20.8,108.5,70
HU,22.6,108.8,70
HU,24.4,109,70
HU,25.6,109.1,70
TS,26.2,109.1,60
TS,28.3,109.2,45
TD,30.5,109,30
TD,14.8,105,30
TD,15.1,105.8,30
TD,15.4,106.3,30
TS,15.6,106.7,35
TS,15.8,107,45
TS,16.1,107.5,50
TS,16.2,108.1,55
HU,16.3,108.6,70
HU,16.4,109.1,85
HU,16.6,109.4,100
HU,16.7,109.8,105
HU,16.9,110.4,105
HU,17.2,111.2,105
HU,17.5,111.6,110
HU,17.8,112.4,120
HU,17.8,113.5,130
HU,17.8,114.3,130
HU,18,114.7,120
HU,18.2,115.3,110
HU,18.3,115.9,100
HU,18.5,116.5,95
HU,18.8,117.1,95
HU,18.9,117.6,90
HU,19.1,118.5,85
HU,19.3,118.9,85
HU,19.6,119.2,90
HU,20.2,119.3,90
HU,20.6,119.4,90
HU,21.4,119.2,90
HU,22.3,118.5,85
HU,23.2,118,80
HU,23.9,117.7,70
HU,24.1,117.6,65
TS,24.2,117.5,55
TS,24,117.5,50
TS,23.7,117.4,45
TS,23.3,117.3,35
TD,23,117.3,30
TD,22.9,117.2,30
TD,22.9,117.1,25
TD,23.1,117,25
TD,11.1,113.9,25
TD,11.3,115.2,30
TD,11.6,116.3,30
TS,11.8,117.5,40
TS,12.1,118.8,45
TS,12.4,119.9,40
TS,12.8,121,35
TD,13,121.8,30
TD,13.2,122.6,30
TD,13.4,123.4,30
TD,13.6,124.2,30
TD,13.8,124.9,30
TD,14,125.7,25
TD,14.1,126.3,25
TD,14.2,126.7,25
TD,12.8,108.7,30
TD,12.8,108.5,30
TD,12.9,108.3,30
TD,13,108.4,30
TD,13,108.6,30
TD,13.1,109,30
TD,13.2,109.5,30
TD,13.2,110,30
TD,13.1,110.4,30
TD,13,111,30
TD,13,111.8,30
TD,13.1,112.5,30
TD,13.3,113.2,25
TD,13.5,113.8,25
TD,13.6,114.4,20
TD,13.1,98.7,30
TD,13.5,99.3,30
TD,13.9,99.9,30
TS,14.4,100.3,35
TS,14.9,100.7,40
TS,15.4,101.1,45
TS,15.7,101.5,50
TS,15.8,102,55
HU,15.8,102.4,65
HU,15.9,102.7,75
HU,16.2,102.6,85
HU,16.6,102.6,85
HU,16.7,102.8,85
HU,16.9,102.9,85
HU,17.2,102.8,90
HU,17.5,102.6,90
HU,18,102.4,90
HU,17.8,102.6,80
HU,17.7,102.8,65
TS,17.7,102.8,60
TS,17.6,102.7,55
TS,17.5,102.4,45
TS,17.3,102.5,35
TD,17.3,102.7,30
TD,17.4,102.9,30
TD,17.5,103.5,30
TD,17.7,104,30
TD,18,104.5,30
TD,18.4,105,25
TD,18.7,105.5,25
TD,12.7,94.4,25
TD,12.8,95,25
TD,12.8,95.5,25
TD,12.7,96.1,25
TD,13,96.9,25
TD,13.5,97.7,30
TS,14,98.4,35
TS,14.6,99,40
TS,15.2,99.6,55
HU,15.9,100.2,65
HU,16.6,100.8,80
HU,17.6,101.5,80
HU,18.7,102.2,65
TS,19.5,102.9,45
TD,19.8,103.7,30
TD,19.5,104.5,30
TD,19,105.1,25
TD,18.8,105.4,25
TD,19,105.6,25
TD,8.9,89.2,25
TD,9.5,90.3,30
TS,10.2,91.4,35
TS,11,92.5,35
TS,12,93.3,40
TS,13.3,94.1,45
TS,14.5,95,55
TS,15.3,95.9,60
TS,15.7,96.2,60
TS,15.9,96.8,45
TD,16.1,97.8,25
TD,17.3,108.6,25
TD,17.5,109,30
TD,17.9,109.2,30
TD,18.3,109.4,30
TD,18.6,109.6,30
TD,19.1,109.9,25
TS,13,89.7,35
TS,13.1,91.6,40
HU,13.3,93.4,65
HU,13.4,95.2,65
HU,13.6,96.9,70
HU,13.9,98.7,75
HU,14.3,100.4,80
HU,14.9,102,85
HU,15.5,103.4,90
HU,16,104.7,95
HU,16.5,105.9,100
HU,17,107,105
HU,17.6,108,115
HU,18.2,109,115
HU,18.9,110,115
HU,19.5,111.2,115
HU,20,112.6,115
HU,20.4,113.9,115
HU,20.6,115.4,110
HU,20.8,116.8,100
HU,20.9,118.1,80
HU,21.1,119.3,65
TS,21.1,120.3,60
TS,21.2,121.3,55
TS,21.4,122.3,50
TS,21.6,123.2,45
TS,21.7,124.2,40
TS,21.9,125.3,35
TD,22.1,126.4,30
TD,22.3,127.5,30
TD,22.4,128.7,30
TD,22.5,129.9,25
TD,22.5,130,20
TD,13.4,103.5,25
TD,14.1,104.6,25
TD,14.7,105.5,30
TD,15.3,106.3,30
TD,15.9,107.1,30
TD,16.5,107.7,30
TD,17.1,108.4,30
TD,17.4,108.8,30
TD,17.7,109.1,30
TD,18.1,109.3,30
TD,18.2,109.8,30
TS,18.3,110.2,35
TS,18.6,110.2,35
TS,19,110,35
TS,19.6,110.1,40
TS,20,110.7,40
TS,20.6,111.1,45
TS,21.1,111.4,50
TS,21.7,111.8,55
TS,22.2,112.1,55
TS,22.7,112.4,50
TS,23.2,112.6,40
TS,23.5,112.7,35
TS,23.7,112.8,35
TD,23.9,112.9,30
TD,24.1,113,30
TD,24.3,113.1,30
TD,24.5,113.2,25
TD,24.7,113.3,25
TD,12.8,143.4,30
TD,13,144.3,25
TD,13.4,145.2,25
TD,13.6,146.3,30
TD,13.9,147,30
TD,14,147.5,30
TD,14.3,148.1,30
TD,14.6,148.6,30
TD,14.8,149.7,30
TD,14.6,150.7,30
TD,14.3,151.7,30
TD,14.3,152.8,30
TD,14.4,154,30
TD,14.6,155.2,30
TD,14.9,156.7,30
TD,14.9,157.8,30
TD,15,159.1,30
TD,15.3,160.4,25
TD,15.7,161.6,25
TD,16.4,162.6,25
TD,14.3,101.9,25
TD,14.8,102.7,25
TD,15.2,103.5,30
TS,15.8,104.3,35
TS,16.4,105.1,45
TS,17.1,106.2,55
HU,17.8,107.3,65
HU,18.4,108.2,80
HU,19.1,108.9,95
HU,19.8,109.5,105
HU,20.5,110,105
HU,21.1,110.4,100
HU,21.6,110.6,90
HU,22.1,110.7,85
HU,22.6,110.7,80
HU,23.3,110.6,75
HU,23.6,110.5,75
HU,24.4,110.2,70
HU,25.7,109.6,65
TS,27.3,109,45
TD,28,107,30
TD,16.3,110,30
TS,16.2,111,35
TS,15.9,111.9,40
TS,15.7,112.7,40
TS,15.4,113.6,45
TS,15.2,114.5,45
TS,15.1,115.2,45
TS,15.1,115.8,45
TS,15.3,116.3,45
TS,15.5,116.5,45
TS,15.6,116.6,40
TS,15.7,116.7,35
TS,15.8,116.9,35
TD,16,117,30
TD,16.1,117.1,30
TD,16.2,117.2,30
TD,16.3,117.4,30
TD,16.4,117.6,25
TD,16.3,118.1,25
TD,15.9,118.7,25
TD,15.3,119.3,25
TD,15,120,25
TD,15.1,120.1,25
TD,15.3,120.2,25
TD,15.4,120.1,25
TD,15.5,120,20
TD,15.5,119.8,20
TD,15.4,119.7,20
TD,15.4,119.5,25
TD,15.3,119.3,30
TD,15.4,119,30
TD,15.5,118.7,30
TD,15.6,118.3,30
TD,15.7,118,30
TD,15.9,117.8,30
TD,16.1,117.6,30
TS,16.3,117.5,35
TS,16.6,117.5,40
TS,16.8,117.6,40
TS,17,117.7,40
TS,17.1,117.9,40
TS,17,118.2,35
TS,16.6,118.6,35
TD,16.1,119.1,30
TD,15.4,119.9,25
TD,14.8,120.8,25
TD,12.6,98.7,30
TD,12.6,99.7,30
TS,12.9,100.7,35
TS,13.4,101.5,35
TS,14.1,101.4,35
TS,14.7,101.1,45
TS,15.5,101.3,50
TS,16.1,101.7,55
HU,16.9,102.3,65
HU,17.9,103.1,75
HU,18.5,103.9,70
HU,18.9,104.6,65
HU,18.7,104.9,65
TS,18.8,104.9,65
TS,19.5,104.9,60
TS,20.1,105,40
TD,20.7,105.1,30
TD,21.1,105.6,30
TD,21.7,105.6,25
TD,22,105.5,25
TD,12.5,109.2,30
TD,12.6,110.7,30
TD,12.8,112.2,30
TD,13.2,113.8,30
TD,13.2,115.7,30
TD,13.2,117.3,30
TD,13.4,118.8,30
TD,13.7,120.1,30
TD,14.1,121.2,30
TD,14.4,121.9,30
TD,14.6,122.7,30
TD,14.9,123.4,30
TD,15,124.2,25
TD,15.2,125,25
TD,15.5,125.6,20
TD,15.7,126.3,20
TD,15.7,127,25
TD,15.6,127.5,25
TD,15.5,128,20
TD,10.4,95.4,25
TD,10.5,95.5,25
TD,10.7,95.7,30
TD,10.8,95.8,30
TD,11,96,30
TD,11.2,96.2,30
TS,11.4,96.3,35
TS,12,96.7,35
TS,13,97.1,35
TS,13.6,97.3,35
TS,14.1,97.1,35
TS,14.4,96.1,40
TS,14.6,95.1,45
TS,14.8,94.2,45
TS,14.8,93.8,45
TS,14.7,93.5,45
TS,14.5,93,45
TS,14.1,92.4,45
TS,13.5,91.8,40
TS,12.9,91.2,35
TS,12.4,90.3,35
TD,12,89.6,30
TD,12,89.1,30
TD,12.3,88.8,30
TD,13,88.8,25
TD,13.2,88.8,25
TD,14.1,94.5,30
TS,14.6,95.6,35
TS,14.8,96.9,40
TS,14.8,98.4,40
TS,15,100,40
TS,15,101.5,40
TS,15.2,102.9,35
TS,15.5,104.3,35
TS,15.8,105.7,35
TD,16.2,107.2,30
TD,16.6,108.7,25
TD,14.4,117.2,30
TD,14.7,118.7,30
TD,14.8,119.8,30
TD,14.8,120.8,30
TD,14.6,121.8,30
TD,14.4,122.8,30
TD,14.1,123.7,30
TD,14.1,125,25
TD,14.4,126.7,25
TD,14.6,128.4,25
TD,15.6,107.8,25
TD,16.3,108.5,30
TS,17,109.3,35
TS,17.6,110.2,40
TS,18.2,111.1,45
TS,18.5,112.1,45
TS,18.8,113.1,40
TS,19,114.2,35
TD,19.2,115.2,30
TD,19.4,116.2,30
TD,19.5,117.1,30
TD,19.5,118,25
TD,13.6,109.8,25
TD,14.1,110.2,30
TD,14.5,110.6,30
TD,14.8,111.1,30
TD,15,111.8,30
TD,15.1,112.7,30
TD,15.1,113.7,30
TD,15.1,114.7,30
TD,15.1,115.7,25
TD,15.2,116.6,25
TD,15.2,117.4,30
TD,15,118.4,30
TD,14.9,119.3,30
TD,14.8,120.2,30
TD,14.6,121,30
TD,14.5,121.7,30
TD,14.4,122.5,30
TD,14.2,123.1,25
TD,14.1,123.7,20
TD,12.5,109.6,25
TD,13,110.5,30
TS,13.3,111.6,40
TS,13.5,112.7,45
TS,13.8,113.8,55
TS,14.2,115.1,55
TS,14.5,116.3,55
TS,14.8,117.5,60
HU,15.1,118.7,65
HU,15.4,119.9,70
HU,15.7,121.2,75
HU,16,122.3,75
HU,16.4,123.7,75
HU,16.8,125,75
HU,17.2,126.3,75
HU,17.5,127.5,80
HU,17.7,128.7,75
HU,17.8,130,70
HU,18.3,131.3,65
TS,18.6,132.6,60
TS,18.7,134.1,50
TS,18.9,135.5,40
TS,19.3,136.9,35
TD,19.6,138,30
TD,20.2,138.9,30
TD,21,140,30
TD,21.8,141.2,30
TD,22.2,142.7,30
TD,22.7,144.1,30
TD,23.2,145.2,25
TD,8.6,111.7,25
TD,8.9,113.4,30
TS,9.4,114.6,40
TS,10,115.9,45
TS,10.8,117.4,55
HU,11.6,118.9,65
HU,12.4,120.3,80
HU,13.1,121.4,90
HU,13.8,122.4,90
HU,14.6,123.4,95
HU,15.5,124.5,100
HU,16.5,125.6,90
HU,17.4,126.8,80
HU,18.4,128,70
TS,19.3,129.4,60
TS,20,130.8,45
TS,20.6,132,35
TD,21.5,133.5,30
TD,22.5,134,25
TD,9.7,109,30
TD,10.4,110.1,30
TD,10.9,111.1,30
TD,11.3,112,30
TD,11.7,112.5,30
TS,12.1,113,35
TS,12.4,113.7,35
TS,12.5,114.5,40
TS,12.5,115.1,50
TS,12.6,115.5,55
TS,12.9,116,60
HU,13.4,116.9,65
HU,13.9,117.9,65
HU,14.4,119,65
HU,14.8,120.1,65
HU,15.1,121.3,75
HU,15.3,122.5,95
HU,15.4,123.9,100
HU,15.5,125.3,110
HU,15.6,126.7,115
HU,15.7,128.1,115
HU,15.8,129.5,115
HU,16,131,110
HU,16.3,132.5,105
HU,16.6,134.1,100
HU,16.9,135.6,95
HU,17.1,137.2,90
HU,17.3,138.9,70
TS,17.4,140.8,55
TS,17.5,143,45
TS,17.6,145.4,40
TD,17.6,147.9,30
TD,17.7,150.2,25
TD,11.5,163.6,25
TD,11.5,163.6,25
TD,11.3,164.5,25
TD,10.7,165.7,25
TD,10.3,167,25
TD,10.1,168.5,25
TD,11,94.7,25
TD,11.3,95.5,30
TD,11.6,96.3,30
TS,11.9,97.2,35
TS,12.1,98.1,40
TS,12.2,99.1,45
TS,12.4,100,50
TS,12.5,101,55
TS,12.6,102,60
HU,12.7,103,65
HU,13,104,70
HU,13.1,105,75
HU,13.2,106.1,90
HU,13.3,107.1,105
HU,13.4,108.1,115
HU,13.5,109.1,125
HU,13.6,110.2,135
HU,13.7,111.4,130
HU,13.9,112.6,130
HU,14,113.9,130
HU,14.1,115.2,135
HU,14.2,116.6,140
HU,14.3,118,140
